Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Wing Commander's Helmet,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Hardened Castle Crushers,Fleshfused Circle,Signet of the False Accuser,Slimy Consumptive Organ,Phial of Putrefaction,Mantle of Manifest Sins,Engorged Worm Smasher,Encrusted Canopic Lid,244032512,,Tabard of the Ascended
Shadowghast Helm,Sinful Aspirant's Pendant,Valorous Aegis Shoulderguards,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Sinful Aspirant's Plate Warboots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,170304573,,Tabard of the Ascended
Darkfrost Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Bone Band,Ritual Commander's Ring,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Reaver of Renewed Resolve,Acidslough Bulwark,175796751,,Tabard of the Ascended
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,226355394,Fashionable Undershirt,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Signet of the False Accuser,Death God's Signet,Splintered Heart of Al'ar,Memory of Past Sins,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,83232907,,Army of the Light Tabard
Wing Commander's Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Pulsating Stoneheart,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,130967872,,
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Sanguine Vintage,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,193922696,,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Grim Codex,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Builwark of the Stone Legion,175872617,Precious' Ribbon,Argent Crusader's Tabard
Wrathbark Greathelm,Trailspinner Pendant,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Shieldguard's Greaves,Warboots of Ruthless Conviction,Sinful Aspirant's Plate Cuffs,Fogweaver Gauntlets,Shadowghast Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Sinful Aspirant's Insignia of Alacrity,Mantle of Manifest Sins,Sophisticated Bonecracker,Chyrus's Crest of Hope,199661360,Precious' Ribbon,
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,241026765,Sharkskin Tunic,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Commander's Ring,Arachnid Cipher Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,133598143,White Tuxedo Shirt,Tabard of the Lightbringer
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Selfless Collector's Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Sprigthistle Loop,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Spare Meat Hook,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,191931367,,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Wristclamps of Remorse,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Entwined Gorger Tendril,Bladedancer's Armor Kit,Anima Field Emitter,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,239021495,,Loremaster's Colors
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Bloodoath Signet,Ritual Bone Band,Stone Legion Heraldry,Spare Meat Hook,Blighted Margrave's Cloak,Sinsmasher,Kudebeh's Remarkable Targe,240405568,Antiseptic-Soaked Dressing,Tabard of the Explorer
Casque of the Path,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Bloodoath Signet,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,240221435,,
Diadem of Imperious Desire,Muckformed Chain Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stonebark Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Aspirant's Signet,Hyperlight Band,Blood-Spattered Scale,Sinful Gladiator's Badge of Ferocity,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,177028711,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Twisted Witherroot Band,Overwhelming Power Crystal,Slimy Consumptive Organ,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,172719113,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,181946047,Tuxedo Shirt,Silvermoon City Tabard
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Ritual Bone Band,Macabre Sheet Music,Grim Codex,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Gladiator's Bulwark,175996733,,
Wing Commander's Helmet,Muckformed Chain Choker,Bladesworn Harbinger's Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Hardened Castle Crushers,Death God's Signet,Hyperlight Band,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,102038052,Wraps of the Blood-Soaked Brawler,Argent Crusader's Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Commander's Ring,Anima Field Emitter,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Sinful Gladiator's Guard,150850433,Lucky Shirt,Army of the Light Tabard
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Stormtempered Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Arachnid Cipher Ring,Anima Field Emitter,Overwhelming Power Crystal,Cloak of the Makers,Supercollider,Barricade of the Endless Empire,16524690,,
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Fleshfused Circle,Death God's Signet,Slimy Consumptive Organ,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Supercollider,Duskwarder Shield,187530121,Precious' Ribbon,
Wrathbark Greathelm,Muckformed Chain Choker,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Shadowghast Greaves,Boots of the Underdweller,Hellhound Cuffs,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,191731388,Undisputed Champion's Shirt,Renowned Guild Tabard
Wrathbark Greathelm,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Stonebark Girdle,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Gauntlets,Stitchflesh's Misplaced Signet,Sprigthistle Loop,Sinful Aspirant's Insignia of Alacrity,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Acidslough Bulwark,147578997,Red Lumberjack Shirt,Tabard of the Lightbringer
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Selfless Collector's Warboots,Hellhound Cuffs,Distorted Construct's Gauntlets,Ardent Sunstar Signet,Signet of the False Accuser,Darkmoon Deck: Indomitable,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,Kudebeh's Remarkable Targe,246800580,,Guild Tabard
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Bargast's Leash,Mantle of Manifest Sins,Axe of the Deadgrove,Barricade of the Endless Empire,201516298,,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,199152184,Precious' Ribbon,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Gorestained Cleaver,Sinful Gladiator's Guard,154405274,,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Shadowghast Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Entwined Gorger Tendril,Macabre Sheet Music,Splintered Heart of Al'ar,Crest of the Legionnaire General,Supercollider,Encrusted Canopic Lid,106639733,Brown Linen Shirt,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Overwhelming Power Crystal,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,159590330,,Lightforged Tabard
Sinful Gladiator's Plate Helmet,Sinful Aspirant's Choker,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Shadowghast Sabatons,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,156387163,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Fleshfused Circle,Ritual Commander's Ring,Slimy Consumptive Organ,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Bulwark,120019768,Fashionable Undershirt,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,110076509,,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Fleshfused Circle,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Ascended Gladius of Glory,Acidslough Bulwark,160300425,,Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Shieldguard's Gauntlets,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Bladedancer's Armor Kit,Mantle of Manifest Sins,Sophisticated Bonecracker,Acidslough Bulwark,193993366,,Guild Tabard
Wing Commander's Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Shadowghast Breastplate,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Ring of Perpetual Conflict,Ritual Commander's Ring,Sinful Gladiator's Medallion,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,164020040,Artisan Officer's Shirt,
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shadowghast Armguards,Sinful Gladiator's Plate Handguards,Hyperlight Band,Sinful Gladiator's Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,186058769,Sleeveless T-Shirt,Tabard of the Honorbound
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Chestplate of Vicious Potency,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Viscera of Coalesced Hatred,Gluttonous Spike,Saronite Animus Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,119812186,,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,101386919,Red Lumberjack Shirt,
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,26622189,,
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritual Bone Band,Band of the Risen Bonelord,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,197422506,,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shadowghast Armguards,Sinful Gladiator's Plate Handguards,Band of the Risen Bonelord,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,98572179,Wraps of the Blood-Soaked Brawler,Tabard of the Lightbringer
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Inscrutable Quantum Device,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,203314971,Sleeveless T-Shirt,Tabard of the Wyrmrest Accord
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Reality-Shatter Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Death God's Signet,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Sinful Gladiator's Drape,Engorged Worm Smasher,Acidslough Bulwark,139112608,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,153778146,,Guild Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Fleshfused Circle,Sanguine Vintage,Pulsating Stoneheart,Decadent Nathrian Shawl,Sophisticated Bonecracker,Acidslough Bulwark,195514678,,
Wrathbark Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Shadowghast Ring,Splintered Heart of Al'ar,Inscrutable Quantum Device,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,104987278,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Sinful Aspirant's Ring,Splintered Heart of Al'ar,Sinful Aspirant's Badge of Ferocity,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,197216684,,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Band of the Risen Bonelord,Blood-Spattered Scale,Macabre Sheet Music,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,176897232,,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Guilewind Stone Talons,Death God's Signet,Shadowghast Ring,Anima Field Emitter,Inscrutable Quantum Device,Shroud of the Penitent,Axe of the Deadgrove,Acidslough Bulwark,123685290,,Dreamweaver Initiate's Tabard
Wing Commander's Helmet,Muckformed Chain Choker,Vile Butcher's Pauldrons,Stonewrought Breastplate,Shadowghast Waistguard,Halkias's Towering Pillars,Valinor's Ground Pounders,Reality-Shatter Vambraces,Fleshfused Crushers,Ardent Sunstar Signet,Bloodoath Signet,Splintered Heart of Al'ar,Gluttonous Spike,Dealer Xy'exa's Cape,Gorestained Cleaver,Encrusted Canopic Lid,177305449,,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Acidslough Bulwark,173827844,,
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Girdle,Gormshell Greaves,Valinor's Ground Pounders,Hellhound Cuffs,Sinful Gladiator's Plate Gauntlets,Death God's Signet,Twisted Witherroot Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,169094090,,
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Shadowghast Ring,Spare Meat Hook,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,163556336,Common White Shirt,Tabard of the Ascended
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Arachnid Cipher Ring,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,90833227,Undisputed Champion's Shirt,
Darkfrost Helmet,Noble's Birthstone Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dread Sentinel's Ebony Greatboots,Pit Fighter's Wristguards,Fleshfused Crushers,Band of the Risen Bonelord,Shadowghast Ring,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,176536703,,
Sinful Aspirant's Plate Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Shadowghast Ring,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Sophisticated Bonecracker,Sinful Gladiator's Guard,105894907,,
Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Hymnal of the Path,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,59088983,,
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Mantle of Manifest Sins,Xandria's Kopis of Courage,Acidslough Bulwark,174955209,,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Band of the Risen Bonelord,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Encrusted Canopic Lid,158076754,Irradiated Undercoat,Tabard of Summer Skies
